거래ID,거래일시,고객ID,고객연령,고객성별,고객지역,제품코드,제품명,카테고리,수량,단가,총금액,결제방법,할인율,마케팅채널,판매사원ID
TXN006863,2025-05-10 19:28:30,CUST4621,23,여성,성남,PRD009,프로틴 파우더,건강식품,1,100000,100000,할부,0,지인추천,EMP030
TXN006864,2025-06-12 16:55:51,CUST2341,21,남성,김포,PRD009,프로틴 파우더,건강식품,2,100000,160000,할부,20,네이버쇼핑,EMP010
TXN006865,2025-06-13 15:31:04,CUST2963,37,남성,부천,PRD005,요가매트,스포츠용품,1,50000,50000,할부,0,페이스북,EMP007
TXN006866,2025-01-15 21:47:30,CUST0574,47,여성,부천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,현금,15,유튜브,EMP013
TXN006867,2025-03-07 10:19:45,CUST0850,41,남성,울산,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,TV광고,EMP015
TXN006868,2025-04-21 09:04:18,CUST2877,19,남성,수원,PRD009,프로틴 파우더,건강식품,2,100000,200000,신용카드,0,매장방문,EMP010
TXN006869,2025-03-05 21:16:17,CUST0842,39,남성,김포,PRD006,블루투스 스피커,전자제품,1,150000,142500,카드,5,인스타그램,EMP027
TXN006870,2025-03-08 12:33:54,CUST0856,23,남성,광주,PRD001,화장품 세트,뷰티,3,100000,300000,신용카드,0,페이스북,EMP026
TXN006871,2025-04-10 20:56:01,CUST4350,39,여성,평택,PRD009,프로틴 파우더,건강식품,1,100000,75000,할부,25,카카오톡,EMP021
TXN006872,2025-02-20 11:19:48,CUST1311,21,남성,성남,PRD001,화장품 세트,뷰티,1,100000,95000,신용카드,5,카카오톡,EMP024
TXN006873,2025-02-13 18:52:36,CUST3461,34,여성,평택,PRD007,커피머신 Nespresso,가전제품,1,300000,285000,현금,5,인스타그램,EMP015
TXN006874,2025-01-19 09:25:17,CUST3346,28,여성,고양,PRD010,책상 IKEA,가구,1,300000,225000,신용카드,25,온라인몰,EMP018
TXN006875,2025-04-18 20:01:11,CUST1758,26,여성,울산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,카드,5,온라인몰,EMP047
TXN006876,2025-04-26 18:32:03,CUST0241,24,여성,부산,PRD001,화장품 세트,뷰티,3,100000,285000,신용카드,5,매장방문,EMP029
TXN006877,2025-04-21 09:43:50,CUST0246,40,여성,수원,PRD008,노트북 MacBook Air,전자제품,1,2100000,1890000,신용카드,10,페이스북,EMP032
TXN006878,2025-04-21 10:53:45,CUST4639,65,여성,광주,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,인플루언서,EMP019
TXN006879,2025-05-24 14:18:54,CUST0516,47,여성,울산,PRD001,화장품 세트,뷰티,1,100000,95000,카드,5,온라인광고,EMP019
TXN006880,2025-03-05 20:09:16,CUST1683,40,여성,부산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,85000,현금,15,인플루언서,EMP018
TXN006881,2025-04-26 10:08:33,CUST3560,48,남성,서울,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,학교할인,EMP017
TXN006882,2025-03-03 16:06:46,CUST0328,55,남성,부산,PRD006,블루투스 스피커,전자제품,2,150000,300000,신용카드,0,인플루언서,EMP013
TXN006883,2025-04-16 11:30:08,CUST1908,51,남성,평택,PRD010,책상 IKEA,가구,4,300000,1140000,카드,5,온라인광고,EMP034
TXN006884,2025-03-31 14:19:25,CUST3385,43,여성,성남,PRD003,운동화 Nike Air Max,의류/신발,2,100000,150000,카드,25,쿠팡,EMP048
TXN006885,2025-04-17 17:27:21,CUST1463,44,남성,대전,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,신용카드,0,지인추천,EMP028
TXN006886,2025-02-14 20:42:56,CUST0848,24,여성,대전,PRD008,노트북 MacBook Air,전자제품,1,2100000,1680000,현금,20,지인추천,EMP041
TXN006887,2025-06-21 09:57:25,CUST1005,34,남성,용인,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,카페추천,EMP002
TXN006888,2025-04-09 18:53:12,CUST4457,40,남성,울산,PRD008,노트북 MacBook Air,전자제품,1,2100000,1890000,카드,10,쿠팡,EMP028
TXN006889,2025-06-12 16:54:10,CUST1123,44,여성,고양,PRD005,요가매트,스포츠용품,1,50000,47500,신용카드,5,인스타그램,EMP020
TXN006890,2025-03-15 17:41:01,CUST1318,56,남성,평택,PRD005,요가매트,스포츠용품,1,50000,45000,신용카드,10,매장방문,EMP014
TXN006891,2025-02-06 09:36:04,CUST4059,23,남성,서울,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,헬스장추천,EMP009
TXN006892,2025-04-01 12:18:42,CUST4107,60,남성,안양,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,네이버블로그,EMP020
TXN006893,2025-05-13 21:17:28,CUST4957,22,여성,구리,PRD005,요가매트,스포츠용품,1,50000,50000,현금,0,네이버쇼핑,EMP044
TXN006894,2025-04-24 21:09:00,CUST1264,30,남성,울산,PRD006,블루투스 스피커,전자제품,1,150000,112500,카드,25,구글광고,EMP044
TXN006895,2025-06-03 20:37:49,CUST4662,29,남성,하남,PRD006,블루투스 스피커,전자제품,1,150000,142500,현금,5,인플루언서,EMP009
TXN006896,2025-05-09 20:58:06,CUST4903,18,남성,인천,PRD001,화장품 세트,뷰티,1,100000,95000,현금,5,인스타그램,EMP013
TXN006897,2025-01-24 17:54:05,CUST0180,22,여성,서울,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,현금,15,온라인광고,EMP038
TXN006898,2025-04-27 20:43:22,CUST2056,25,남성,안양,PRD001,화장품 세트,뷰티,2,100000,200000,카드,0,지인추천,EMP009
TXN006899,2025-04-25 15:55:03,CUST4290,51,남성,김포,PRD009,프로틴 파우더,건강식품,1,100000,100000,할부,0,구글광고,EMP035
TXN006900,2025-04-26 19:07:57,CUST0703,63,남성,시흥,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,현금,5,카페추천,EMP025
TXN006901,2025-06-07 16:10:16,CUST4158,30,남성,성남,PRD010,책상 IKEA,가구,1,300000,300000,할부,0,구글광고,EMP043
TXN006902,2025-06-02 11:47:08,CUST0193,33,남성,고양,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,현금,0,페이스북,EMP022
TXN006903,2025-02-05 19:46:55,CUST3021,49,남성,울산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,할부,5,크로스핏,EMP013
TXN006904,2025-04-11 18:38:48,CUST2532,23,남성,대전,PRD005,요가매트,스포츠용품,1,50000,45000,신용카드,10,페이스북,EMP020
TXN006905,2025-05-21 11:01:26,CUST2233,53,여성,성남,PRD006,블루투스 스피커,전자제품,1,150000,150000,신용카드,0,카카오톡,EMP040
TXN006906,2025-05-19 11:19:30,CUST2347,64,여성,안산,PRD008,노트북 MacBook Air,전자제품,1,2100000,1890000,신용카드,10,네이버쇼핑,EMP013
TXN006907,2025-05-05 17:14:11,CUST1765,49,여성,울산,PRD008,노트북 MacBook Air,전자제품,1,2100000,1890000,신용카드,10,카카오톡,EMP050
TXN006908,2025-05-05 17:45:54,CUST0875,60,여성,성남,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,구글광고,EMP020
TXN006909,2025-05-01 13:44:05,CUST2189,54,남성,하남,PRD009,프로틴 파우더,건강식품,1,100000,100000,현금,0,온라인몰,EMP005
TXN006910,2025-03-14 12:04:01,CUST3644,42,남성,부산,PRD005,요가매트,스포츠용품,1,50000,37500,카드,25,인스타그램,EMP028
TXN006911,2025-04-16 13:50:59,CUST2119,33,여성,광주,PRD006,블루투스 스피커,전자제품,1,150000,135000,신용카드,10,인스타그램,EMP001
TXN006912,2025-05-08 11:33:12,CUST2435,50,남성,안양,PRD006,블루투스 스피커,전자제품,2,150000,285000,할부,5,온라인광고,EMP043
TXN006913,2025-03-27 10:15:33,CUST0431,45,여성,시흥,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,매장방문,EMP049
TXN006914,2025-05-27 16:54:16,CUST3407,20,남성,대구,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,할부,5,카카오톡,EMP045
TXN006915,2025-06-11 12:40:58,CUST4725,36,여성,부천,PRD001,화장품 세트,뷰티,2,100000,190000,할부,5,블로그,EMP011
TXN006916,2025-04-05 12:13:26,CUST1711,62,여성,부산,PRD003,운동화 Nike Air Max,의류/신발,3,100000,240000,신용카드,20,구글광고,EMP032
TXN006917,2025-01-22 18:59:23,CUST2742,46,여성,광주,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,할부,0,매장방문,EMP018
TXN006918,2025-04-18 20:53:56,CUST1751,33,남성,부천,PRD009,프로틴 파우더,건강식품,3,100000,285000,신용카드,5,TV광고,EMP024
TXN006919,2025-01-30 10:53:20,CUST3835,25,남성,울산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,할부,0,헬스장추천,EMP010
TXN006920,2025-05-06 18:52:04,CUST1938,24,남성,부천,PRD006,블루투스 스피커,전자제품,1,150000,142500,현금,5,헬스장추천,EMP029
TXN006921,2025-04-13 13:37:15,CUST2445,38,여성,하남,PRD010,책상 IKEA,가구,4,300000,1200000,할부,0,학교할인,EMP008
TXN006922,2025-05-19 16:10:52,CUST3147,26,남성,부천,PRD006,블루투스 스피커,전자제품,2,150000,300000,카드,0,구글광고,EMP020
TXN006923,2025-05-14 15:52:27,CUST4763,56,여성,인천,PRD002,무선이어폰 AirPods,전자제품,1,200000,180000,할부,10,온라인몰,EMP002
TXN006924,2025-03-18 17:13:51,CUST1179,18,남성,울산,PRD001,화장품 세트,뷰티,5,100000,500000,카드,0,TV광고,EMP040
TXN006925,2025-04-18 14:20:43,CUST2918,21,여성,울산,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,카드,0,인스타그램,EMP028
TXN006926,2025-04-21 09:06:18,CUST4617,33,여성,대전,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,630000,신용카드,10,TV광고,EMP005
TXN006927,2025-04-03 20:08:15,CUST2642,58,남성,부산,PRD001,화장품 세트,뷰티,1,100000,90000,카드,10,구글광고,EMP038
TXN006928,2025-03-19 21:27:52,CUST0836,34,여성,안산,PRD001,화장품 세트,뷰티,1,100000,80000,신용카드,20,TV광고,EMP047
TXN006929,2025-04-24 17:05:50,CUST3597,37,남성,의정부,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,온라인몰,EMP047
TXN006930,2025-04-22 20:23:26,CUST0800,52,여성,하남,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,할부,0,헬스장추천,EMP004
TXN006931,2025-04-20 11:34:28,CUST0786,28,여성,하남,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,인스타그램,EMP006
TXN006932,2025-02-14 20:11:53,CUST1089,54,여성,고양,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,할부,0,인스타그램,EMP024
TXN006933,2025-05-10 16:14:43,CUST3477,57,여성,성남,PRD006,블루투스 스피커,전자제품,3,150000,405000,할부,10,크로스핏,EMP044
TXN006934,2025-04-29 12:00:01,CUST3246,59,남성,부천,PRD003,운동화 Nike Air Max,의류/신발,3,100000,300000,현금,0,네이버쇼핑,EMP023
TXN006935,2025-05-04 09:26:31,CUST0215,55,여성,의정부,PRD005,요가매트,스포츠용품,1,50000,47500,할부,5,쿠팡,EMP014
TXN006936,2025-02-14 12:53:16,CUST0536,49,남성,구리,PRD009,프로틴 파우더,건강식품,1,100000,100000,현금,0,쿠팡,EMP030
TXN006937,2025-04-07 15:03:00,CUST3403,18,여성,수원,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,560000,현금,20,학교할인,EMP044
TXN006938,2025-05-19 16:27:56,CUST3179,26,남성,하남,PRD009,프로틴 파우더,건강식품,1,100000,100000,할부,0,네이버블로그,EMP016
TXN006939,2025-04-04 17:18:07,CUST3779,27,여성,하남,PRD003,운동화 Nike Air Max,의류/신발,3,100000,240000,카드,20,크로스핏,EMP023
TXN006940,2025-05-12 17:54:56,CUST4691,60,여성,용인,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,신용카드,5,유튜브,EMP041
TXN006941,2025-05-08 16:47:04,CUST3759,45,남성,부산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,할부,10,TV광고,EMP018
TXN006942,2025-04-22 15:08:48,CUST3217,28,남성,의정부,PRD006,블루투스 스피커,전자제품,1,150000,135000,현금,10,온라인몰,EMP031
TXN006943,2025-04-11 13:48:05,CUST0711,32,여성,대구,PRD009,프로틴 파우더,건강식품,2,100000,180000,신용카드,10,네이버블로그,EMP043
TXN006944,2025-04-14 12:35:37,CUST3057,31,남성,용인,PRD006,블루투스 스피커,전자제품,1,150000,150000,카드,0,인스타그램,EMP003
TXN006945,2025-01-18 11:36:43,CUST3118,26,남성,인천,PRD001,화장품 세트,뷰티,1,100000,85000,신용카드,15,블로그,EMP015
TXN006946,2025-05-24 17:01:16,CUST0991,29,남성,부산,PRD006,블루투스 스피커,전자제품,3,150000,450000,신용카드,0,TV광고,EMP005
TXN006947,2025-04-16 19:27:44,CUST1867,53,여성,평택,PRD005,요가매트,스포츠용품,1,50000,47500,신용카드,5,쿠팡,EMP017
TXN006948,2025-05-20 12:36:57,CUST0117,21,남성,부천,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,카드,0,헬스장추천,EMP040
TXN006949,2025-06-11 13:36:54,CUST3657,24,남성,수원,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,할부,5,인플루언서,EMP041
TXN006950,2025-04-26 15:07:09,CUST2513,22,남성,울산,PRD002,무선이어폰 AirPods,전자제품,2,200000,380000,할부,5,지인추천,EMP048
TXN006951,2025-03-24 10:41:51,CUST3743,44,남성,안산,PRD005,요가매트,스포츠용품,1,50000,50000,현금,0,블로그,EMP027
TXN006952,2025-04-17 20:40:11,CUST1640,23,여성,서울,PRD002,무선이어폰 AirPods,전자제품,3,200000,600000,신용카드,0,매장방문,EMP007
TXN006953,2025-04-29 10:03:33,CUST3351,27,여성,성남,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,페이스북,EMP050
TXN006954,2025-05-07 17:03:37,CUST1588,57,여성,용인,PRD008,노트북 MacBook Air,전자제품,1,2100000,1575000,현금,25,카카오톡,EMP020
TXN006955,2025-06-03 14:36:41,CUST3140,42,남성,성남,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,신용카드,0,매장방문,EMP045
TXN006956,2025-04-02 19:02:01,CUST4802,55,남성,부산,PRD006,블루투스 스피커,전자제품,1,150000,150000,신용카드,0,카페추천,EMP007
TXN006957,2025-03-16 12:57:08,CUST2739,20,남성,성남,PRD006,블루투스 스피커,전자제품,1,150000,150000,할부,0,TV광고,EMP008
TXN006958,2025-03-25 19:43:26,CUST3227,65,여성,성남,PRD006,블루투스 스피커,전자제품,1,150000,127500,현금,15,헬스장추천,EMP044
TXN006959,2025-05-01 19:40:24,CUST3390,54,남성,인천,PRD009,프로틴 파우더,건강식품,1,100000,80000,할부,20,TV광고,EMP043
TXN006960,2025-02-18 17:16:30,CUST3567,48,여성,부산,PRD007,커피머신 Nespresso,가전제품,1,300000,300000,현금,0,유튜브,EMP028
TXN006961,2025-03-11 10:52:38,CUST3983,28,여성,광주,PRD001,화장품 세트,뷰티,1,100000,100000,현금,0,네이버쇼핑,EMP015
TXN006962,2025-03-18 15:18:50,CUST0077,33,남성,수원,PRD002,무선이어폰 AirPods,전자제품,3,200000,540000,할부,10,유튜브,EMP026
TXN006963,2025-01-25 14:12:44,CUST4991,43,여성,서울,PRD001,화장품 세트,뷰티,1,100000,75000,할부,25,유튜브,EMP024
TXN006964,2025-03-26 20:04:18,CUST0630,57,여성,김포,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,할부,15,매장방문,EMP007
TXN006965,2025-04-25 12:46:26,CUST0748,31,여성,수원,PRD001,화장품 세트,뷰티,1,100000,95000,신용카드,5,쿠팡,EMP036
TXN006966,2025-05-03 13:32:13,CUST2102,26,남성,안산,PRD002,무선이어폰 AirPods,전자제품,2,200000,300000,신용카드,25,페이스북,EMP021
TXN006967,2025-05-24 15:07:40,CUST4684,37,여성,광주,PRD003,운동화 Nike Air Max,의류/신발,2,100000,180000,카드,10,온라인몰,EMP050
TXN006968,2025-03-14 11:38:19,CUST3767,41,여성,의정부,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,매장방문,EMP008
TXN006969,2025-03-07 09:57:22,CUST4471,59,남성,수원,PRD007,커피머신 Nespresso,가전제품,1,300000,255000,카드,15,TV광고,EMP038
TXN006970,2025-02-20 18:42:04,CUST3439,34,여성,의정부,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,네이버쇼핑,EMP038
TXN006971,2025-05-04 18:57:34,CUST3726,47,남성,의정부,PRD006,블루투스 스피커,전자제품,1,150000,127500,카드,15,학교할인,EMP047
TXN006972,2025-06-07 18:29:06,CUST3989,23,여성,부산,PRD010,책상 IKEA,가구,1,300000,240000,현금,20,인플루언서,EMP006
TXN006973,2025-03-22 09:53:40,CUST0235,32,여성,대전,PRD001,화장품 세트,뷰티,4,100000,360000,신용카드,10,유튜브,EMP015
TXN006974,2025-02-26 12:12:52,CUST3830,61,남성,인천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,할부,0,온라인몰,EMP019
TXN006975,2025-03-06 17:51:58,CUST4597,52,남성,울산,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,할부,5,유튜브,EMP048
TXN006976,2025-02-28 10:50:35,CUST4492,38,여성,부산,PRD010,책상 IKEA,가구,3,300000,900000,카드,0,헬스장추천,EMP023
TXN006977,2025-05-15 19:35:52,CUST0864,37,남성,의정부,PRD002,무선이어폰 AirPods,전자제품,1,200000,180000,현금,10,지인추천,EMP012
TXN006978,2025-04-19 15:16:07,CUST4445,60,여성,의정부,PRD006,블루투스 스피커,전자제품,1,150000,150000,신용카드,0,학교할인,EMP015
TXN006979,2025-04-20 10:15:08,CUST4134,46,여성,인천,PRD002,무선이어폰 AirPods,전자제품,1,200000,180000,신용카드,10,구글광고,EMP026
TXN006980,2025-06-19 21:12:44,CUST1982,43,여성,대전,PRD006,블루투스 스피커,전자제품,1,150000,150000,현금,0,네이버블로그,EMP018
TXN006981,2025-05-27 20:11:32,CUST3929,47,여성,평택,PRD009,프로틴 파우더,건강식품,2,100000,200000,할부,0,온라인몰,EMP009
TXN006982,2025-04-05 18:30:18,CUST4171,48,여성,수원,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,신용카드,5,크로스핏,EMP012
TXN006983,2025-03-27 15:12:09,CUST4286,29,여성,울산,PRD009,프로틴 파우더,건강식품,3,100000,285000,카드,5,지인추천,EMP024
TXN006984,2025-06-01 21:10:53,CUST2581,45,여성,서울,PRD001,화장품 세트,뷰티,3,100000,300000,신용카드,0,온라인광고,EMP032
TXN006985,2025-04-26 12:54:19,CUST0611,24,여성,대전,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,카드,0,인스타그램,EMP016
TXN006986,2025-02-29 17:12:00,CUST2564,34,여성,김포,PRD007,커피머신 Nespresso,가전제품,4,300000,1200000,신용카드,0,크로스핏,EMP030
TXN006987,2025-06-01 16:28:23,CUST4958,64,남성,인천,PRD006,블루투스 스피커,전자제품,2,150000,300000,카드,0,학교할인,EMP018
TXN006988,2025-04-19 19:17:37,CUST2329,27,여성,안산,PRD008,노트북 MacBook Air,전자제품,1,2100000,1575000,할부,25,카카오톡,EMP012
TXN006989,2025-05-17 13:45:34,CUST0511,37,남성,시흥,PRD003,운동화 Nike Air Max,의류/신발,1,100000,85000,현금,15,헬스장추천,EMP004
TXN006990,2025-04-28 15:51:15,CUST1678,32,남성,고양,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,할부,0,블로그,EMP036
TXN006991,2025-04-01 12:28:41,CUST1920,44,여성,인천,PRD005,요가매트,스포츠용품,1,50000,42500,할부,15,온라인몰,EMP013
TXN006992,2025-02-07 13:29:01,CUST0405,46,여성,평택,PRD006,블루투스 스피커,전자제품,2,150000,240000,신용카드,20,지인추천,EMP025
TXN006993,2025-04-07 21:15:47,CUST4267,54,남성,부산,PRD002,무선이어폰 AirPods,전자제품,5,200000,950000,현금,5,온라인광고,EMP049
TXN006994,2025-01-29 13:18:04,CUST3728,57,여성,대구,PRD007,커피머신 Nespresso,가전제품,1,300000,270000,할부,10,크로스핏,EMP031
TXN006995,2025-05-19 09:25:21,CUST0963,19,남성,부천,PRD003,운동화 Nike Air Max,의류/신발,3,100000,285000,할부,5,유튜브,EMP014
TXN006996,2025-05-29 15:32:21,CUST3665,36,남성,김포,PRD006,블루투스 스피커,전자제품,3,150000,405000,현금,10,매장방문,EMP003
TXN006997,2025-05-05 12:58:54,CUST1283,28,여성,광주,PRD001,화장품 세트,뷰티,3,100000,300000,카드,0,페이스북,EMP030
TXN006998,2025-03-05 11:13:03,CUST4134,41,여성,수원,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,카드,0,지인추천,EMP023
TXN006999,2025-01-30 18:31:50,CUST2228,62,남성,성남,PRD002,무선이어폰 AirPods,전자제품,3,200000,600000,카드,0,지인추천,EMP003
TXN007000,2025-04-24 10:18:08,CUST4844,65,남성,울산,PRD010,책상 IKEA,가구,1,300000,300000,할부,0,쿠팡,EMP043
TXN007001,2025-05-02 21:46:32,CUST2293,64,여성,서울,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,카드,5,온라인몰,EMP013
TXN007002,2025-03-01 14:29:40,CUST2721,57,남성,시흥,PRD006,블루투스 스피커,전자제품,1,150000,127500,현금,15,카카오톡,EMP025
TXN007003,2025-05-03 20:51:44,CUST1533,40,여성,성남,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1400000,현금,0,온라인광고,EMP022
TXN007004,2025-02-07 18:18:34,CUST2613,30,여성,의정부,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,카페추천,EMP022
TXN007005,2025-06-11 14:13:16,CUST2226,26,여성,하남,PRD001,화장품 세트,뷰티,1,100000,75000,카드,25,인플루언서,EMP030
TXN007006,2025-01-19 14:41:05,CUST0350,28,여성,시흥,PRD003,운동화 Nike Air Max,의류/신발,2,100000,160000,현금,20,블로그,EMP031
TXN007007,2025-04-02 15:15:56,CUST2543,50,남성,광주,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,매장방문,EMP035
TXN007008,2025-03-23 17:03:45,CUST1528,21,남성,구리,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,유튜브,EMP021
TXN007009,2025-05-13 20:24:22,CUST2797,52,여성,고양,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,630000,할부,10,온라인몰,EMP038
TXN007010,2025-04-05 20:26:47,CUST1167,35,남성,대구,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,페이스북,EMP041
TXN007011,2025-05-27 11:01:03,CUST1689,31,남성,시흥,PRD002,무선이어폰 AirPods,전자제품,1,200000,160000,할부,20,구글광고,EMP017
TXN007012,2025-05-01 12:28:59,CUST3031,57,남성,대구,PRD006,블루투스 스피커,전자제품,2,150000,300000,신용카드,0,카카오톡,EMP024
TXN007013,2025-04-09 14:44:30,CUST4254,45,남성,구리,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,1680000,할부,20,구글광고,EMP034
TXN007014,2025-02-09 12:09:02,CUST1517,50,여성,수원,PRD001,화장품 세트,뷰티,1,100000,90000,할부,10,TV광고,EMP044
TXN007015,2025-04-30 20:32:52,CUST0144,45,여성,구리,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,카드,10,학교할인,EMP006
TXN007016,2025-03-05 09:57:57,CUST4341,21,여성,울산,PRD002,무선이어폰 AirPods,전자제품,1,200000,160000,할부,20,온라인광고,EMP028
TXN007017,2025-04-17 09:14:49,CUST3843,57,남성,인천,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,할부,0,네이버블로그,EMP039
TXN007018,2025-05-17 12:00:19,CUST0655,52,여성,시흥,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,학교할인,EMP023
TXN007019,2025-03-14 16:43:46,CUST0532,50,여성,김포,PRD002,무선이어폰 AirPods,전자제품,1,200000,180000,카드,10,온라인광고,EMP044
TXN007020,2025-03-16 21:57:06,CUST2506,42,남성,수원,PRD001,화장품 세트,뷰티,2,100000,160000,현금,20,네이버쇼핑,EMP003
TXN007021,2025-02-26 11:34:13,CUST3470,21,여성,서울,PRD001,화장품 세트,뷰티,1,100000,95000,신용카드,5,네이버블로그,EMP022
TXN007022,2025-05-02 09:14:29,CUST3788,41,여성,고양,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,매장방문,EMP034
TXN007023,2025-04-12 12:53:04,CUST2489,27,여성,인천,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,카드,0,쿠팡,EMP016
TXN007024,2025-05-01 09:15:44,CUST0805,23,남성,평택,PRD009,프로틴 파우더,건강식품,1,100000,100000,카드,0,네이버쇼핑,EMP017
TXN007025,2025-04-17 09:13:57,CUST1834,39,여성,광주,PRD001,화장품 세트,뷰티,1,100000,90000,신용카드,10,TV광고,EMP012
TXN007026,2025-06-23 11:56:34,CUST1602,31,남성,광주,PRD001,화장품 세트,뷰티,1,100000,90000,카드,10,TV광고,EMP006
TXN007027,2025-03-21 20:37:50,CUST4984,40,여성,부천,PRD008,노트북 MacBook Air,전자제품,3,2100000,5040000,신용카드,20,쿠팡,EMP006
TXN007028,2025-01-17 12:12:01,CUST4620,51,남성,수원,PRD007,커피머신 Nespresso,가전제품,1,300000,255000,할부,15,유튜브,EMP010
TXN007029,2025-06-16 11:36:08,CUST0135,37,여성,인천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,신용카드,0,구글광고,EMP047
TXN007030,2025-03-20 18:25:47,CUST3713,23,여성,광주,PRD009,프로틴 파우더,건강식품,2,100000,200000,할부,0,페이스북,EMP004
TXN007031,2025-04-29 09:10:29,CUST3846,19,남성,인천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,560000,신용카드,20,학교할인,EMP021
TXN007032,2025-05-09 17:04:44,CUST0358,35,남성,용인,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,현금,5,페이스북,EMP022
TXN007033,2025-04-17 16:07:49,CUST0609,49,남성,김포,PRD004,스마트폰 Galaxy S24,전자제품,5,700000,3325000,현금,5,블로그,EMP042
TXN007034,2025-05-12 19:50:41,CUST1175,20,여성,하남,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,온라인몰,EMP016
TXN007035,2025-05-11 21:19:59,CUST1621,29,남성,구리,PRD007,커피머신 Nespresso,가전제품,1,300000,300000,할부,0,온라인광고,EMP008
TXN007036,2025-05-05 12:54:57,CUST2112,44,여성,부산,PRD006,블루투스 스피커,전자제품,1,150000,120000,신용카드,20,유튜브,EMP020
TXN007037,2025-05-25 16:10:23,CUST2304,48,여성,용인,PRD009,프로틴 파우더,건강식품,1,100000,95000,할부,5,네이버블로그,EMP035
TXN007038,2025-05-21 18:12:44,CUST1885,21,여성,부천,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,카페추천,EMP006
TXN007039,2025-02-06 11:39:22,CUST2723,63,여성,평택,PRD001,화장품 세트,뷰티,2,100000,180000,카드,10,블로그,EMP006
TXN007040,2025-03-16 14:29:40,CUST2999,44,남성,부산,PRD001,화장품 세트,뷰티,2,100000,200000,신용카드,0,블로그,EMP048
TXN007041,2025-04-21 19:11:52,CUST0801,45,여성,안양,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,네이버쇼핑,EMP003
